FIPS,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13
51530,10.3,9.7,26.2,25.9
51540,8.9,8.3,26.0,25.9
51550,9.7,10.2,27.9,32.3
51570,10.3,11.6,26.9,26.8
51580,11.1,10.7,27.3,26.4
51590,12.9,15.3,27.8,34.1
51595,13.4,13.4,30.9,29.7
51600,9.6,7.5,26.9,21.8
51610,10.5,10.2,26.9,27.5
51620,13.0,14.9,30.8,34.4
51630,10.0,8.9,27.0,28.8
51640,10.7,10.8,26.4,26.0
51650,11.5,12.4,34.5,34.8
51660,7.7,6.7,26.2,24.8
51670,11.8,13.6,30.9,31.8
51678,9.7,8.1,26.7,26.0
51680,11.3,11.3,29.1,27.1
51683,10.4,8.2,27.0,28.7
51685,8.8,7.9,28.3,28.3
51690,13.2,12.8,30.0,33.5
51700,9.9,12.7,29.7,32.3
51710,10.4,9.2,30.6,30.1
51720,10.3,9.6,26.6,26.2
51730,14.8,15.6,34.3,41.4
51735,10.1,11.5,26.4,24.7
51740,12.5,14.0,32.5,37.2
51750,7.7,6.9,25.7,29.6
51760,12.7,10.3,29.4,30.0
51770,11.7,11.9,30.8,31.9
51775,9.9,9.3,26.7,25.2
51790,11.2,10.2,26.5,27.1
51800,10.9,10.9,30.8,31.9
51810,9.5,8.0,25.1,27.9
51820,10.6,9.5,26.8,29.7
51830,9.0,8.9,27.0,26.0
51840,9.9,8.9,26.8,26.7
53001,11.1,11.0,35.8,34.4
53003,10.0,12.9,30.5,33.4
53005,8.7,9.5,29.8,31.5
53007,8.2,9.4,22.6,26.7
53009,9.4,11.4,27.0,26.3
53011,8.4,9.6,28.7,29.9
53013,10.6,11.9,28.2,30.0
53015,9.1,11.8,35.8,32.1
53017,7.1,8.6,27.6,28.7
53019,7.7,10.7,23.0,28.1
53021,7.1,7.1,30.0,30.1
53023,11.7,14.4,31.2,33.1
53025,9.0,9.0,31.2,34.3
53027,11.4,11.6,33.2,36.9
53029,8.4,9.4,23.9,27.4
53031,7.5,11.2,22.2,24.5
53033,6.6,6.8,21.7,22.2
53035,8.2,8.7,28.4,29.6
53037,6.3,7.9,23.6,28.9
53039,8.8,10.3,27.9,27.5
53041,10.2,9.5,35.4,32.8
53043,9.5,10.4,32.0,31.2
53045,8.5,11.1,29.3,30.5
53047,8.9,10.5,27.1,28.0
53049,12.2,12.6,30.6,31.6
53051,9.8,13.9,30.0,28.8
53053,9.0,9.4,29.9,30.0
53055,6.1,10.2,18.4,20.7
53057,7.9,9.1,29.6,26.4
53059,7.9,9.1,33.9,28.1
53061,7.8,9.9,28.3,29.4
53063,7.9,9.3,27.1,29.2
53065,8.5,10.6,26.4,30.6
53067,8.1,8.8,27.6,28.1
53069,11.8,12.8,28.6,31.4
53071,8.7,10.4,26.8,28.0
53073,6.8,7.9,23.4,23.1
53075,6.2,6.6,26.0,22.9
53077,9.5,10.2,30.6,29.6
54001,12.5,15.3,35.4,37.6
54003,9.8,10.5,31.9,34.3
54005,14.7,15.0,32.7,35.4
54007,13.1,15.9,32.0,32.5
54009,14.2,16.1,32.1,39.0
54011,14.3,13.5,32.0,30.5
54013,11.5,14.0,33.2,32.7
54015,13.4,14.6,36.3,32.6
54017,12.3,13.0,31.2,35.7
54019,12.0,14.0,31.3,35.6
54021,12.3,11.8,34.4,39.0
54023,12.3,15.7,31.8,38.9
54025,11.3,13.6,29.3,34.2
54027,11.3,13.4,33.3,33.8
54029,13.6,12.0,32.7,34.8
54031,12.9,15.4,31.9,37.0
54033,13.8,14.3,31.5,33.7
54035,12.7,13.2,34.2,31.7
54037,10.2,10.1,31.8,33.2
54039,12.8,14.1,30.6,32.7
54041,14.0,14.2,30.1,35.9
54043,14.2,15.7,37.8,39.9
54045,15.2,17.5,34.0,40.7
54047,15.3,17.6,32.9,42.1
54049,11.4,10.9,31.3,32.6
54051,12.3,14.0,30.9,35.2
54053,13.1,13.2,31.9,36.1
54055,11.9,15.5,31.2,37.4
54057,11.6,14.1,33.6,34.5
54059,12.7,13.2,32.6,40.3
54061,8.4,9.1,28.4,28.8
54063,13.3,13.7,29.8,30.9
54065,11.7,14.3,29.2,32.6
54067,12.8,15.7,33.9,38.2
54069,12.2,12.2,29.9,31.4
54071,12.4,14.3,31.9,36.0
54073,12.0,13.7,31.0,38.8
54075,13.2,13.8,31.4,31.4
54077,10.9,10.6,31.1,35.9
54079,11.4,11.7,30.3,34.6
54081,13.8,15.2,31.6,35.6
54083,12.0,12.7,29.7,34.8
54085,12.6,15.2,31.2,35.7
54087,13.8,16.1,32.6,36.2
54089,13.3,15.3,33.2,36.1
54091,11.5,11.8,31.0,37.0
54093,13.1,13.8,31.8,37.8
54095,12.2,13.7,32.9,32.6
54097,13.6,12.7,28.9,38.2
54099,12.1,16.5,32.5,37.7
54101,13.5,16.7,31.2,34.7
54103,11.9,13.0,32.2,33.0
54105,14.2,14.8,33.5,36.9
54107,12.3,14.0,30.6,35.9
54109,15.2,14.9,34.3,38.8
55001,9.7,12.8,30.6,34.0
55003,9.1,11.0,27.4,27.3
55005,8.5,9.0,28.6,31.6
55007,9.0,9.5,28.2,28.7
55009,7.4,9.3,27.4,28.4
55011,9.6,10.2,30.1,32.0
55013,10.1,10.6,29.0,28.7
55015,6.9,8.1,28.6,31.3
55017,7.8,8.2,28.1,30.2
55019,8.2,8.8,28.6,34.1
55021,7.8,8.0,27.6,34.7
55023,9.0,9.5,27.6,33.1
55025,6.3,6.3,25.2,23.7
55027,7.6,9.8,30.7,31.7
55029,8.9,10.0,27.4,27.5
55031,8.3,9.8,28.6,32.2
55033,6.6,9.4,27.9,32.3
55035,6.9,8.0,26.4,29.2
55037,9.0,11.8,28.6,32.0
55039,8.1,8.7,29.6,30.1
55041,10.2,12.5,29.2,34.7
55043,8.1,8.2,27.4,31.9
55045,7.9,10.5,27.5,31.4
55047,9.2,11.4,27.2,34.6
55049,8.6,8.6,29.2,31.8
55051,9.3,12.4,27.3,29.1
55053,8.8,9.8,30.1,32.6
55055,8.0,7.7,30.0,29.4
55057,8.9,11.6,28.9,35.8
55059,7.9,8.9,28.1,32.9
55061,8.3,9.5,30.7,33.5
55063,7.3,8.1,26.4,28.3
55065,8.3,9.3,29.9,35.3
55067,9.0,9.8,30.1,29.9
55069,9.1,9.5,29.5,32.8
55071,8.2,8.6,30.1,30.8
55073,8.7,9.1,28.2,29.5
55075,8.5,11.5,28.4,35.3
55077,9.3,12.1,30.4,34.9
55078,12.6,13.9,31.2,42.5
55079,9.5,10.1,30.2,32.9
55081,8.7,8.9,27.5,33.0
55083,8.4,9.5,27.6,30.4
55085,9.2,10.1,27.4,32.8
55087,8.2,8.5,27.6,30.1
55089,7.9,9.1,26.4,27.1
55091,8.7,11.7,29.3,34.2
55093,6.8,8.6,26.6,30.3
55095,7.9,11.0,26.7,30.3
55097,7.0,7.5,28.1,33.4
55099,9.8,12.3,29.8,34.0
55101,8.4,10.6,29.8,32.9
55103,8.7,9.5,30.0,31.8
55105,8.3,10.2,29.1,36.9
55107,9.0,10.1,28.8,31.7
55109,6.9,7.2,27.6,26.2
55111,8.1,10.7,27.9,32.5
55113,9.5,11.0,27.9,29.7
55115,8.9,10.1,28.2,33.8
55117,8.2,9.7,28.1,29.4
55119,8.5,9.0,27.4,34.4
55121,8.9,8.9,30.1,29.6
55123,8.2,9.0,27.8,32.8
55125,9.2,12.2,27.0,27.7
55127,7.3,7.8,26.9,25.1
55129,9.6,10.5,28.5,30.8
55131,7.2,8.2,27.1,29.2
55133,7.2,7.9,27.1,27.5
55135,8.3,9.9,28.5,28.5
55137,8.6,10.6,29.0,32.9
55139,7.6,8.6,27.6,31.9
55141,8.7,8.1,27.5,32.3
56001,5.0,6.9,20.9,23.3
56003,8.5,11.7,27.0,28.9
56005,6.5,7.0,28.4,34.3
56007,7.7,8.2,29.5,28.2
56009,6.7,10.2,27.7,28.3
56011,7.8,8.9,25.7,25.9
56013,8.2,9.6,25.1,28.3
56015,8.6,9.0,25.7,29.9
56017,8.8,11.0,25.3,27.0
56019,8.3,8.7,22.9,21.1
56021,8.1,10.1,24.4,29.7
56023,7.9,8.6,21.0,25.6
56025,7.4,9.0,26.1,29.4
56027,7.9,8.4,27.1,25.5
56029,6.7,8.0,21.8,25.5
56031,9.3,8.8,22.6,28.0
56033,8.9,9.8,23.9,23.3
56035,5.3,6.9,24.0,23.5
56037,6.8,8.1,29.6,31.7
56039,4.1,4.8,13.2,12.7
56041,6.3,9.0,30.3,27.9
56043,10.5,12.0,24.0,27.7
56045,7.1,10.0,28.6,29.2
