FIPS,STATE,NO_OF_DEPENDENTS,NO_OF_LOW_INCOME,NO_OF_MIDDLE_INCOME,NO_OF_HIGH_INCOME,AVG_DEPENDENTS,AVG_LOW_INCOME,AVG_MIDDLE_INCOME,AVG_HIGH_INCOME,AGI
17023,IL,110.0,1270.0,4680.0,1540.0,-6044.0,6528.0,55568.0,73725.0,366223.0
17025,IL,80.0,1090.0,4050.0,1030.0,-1782.0,5547.0,47042.0,47588.0,271351.0
17027,IL,200.0,2870.0,9860.0,4610.0,-8449.0,14332.0,118816.0,238458.0,963456.0
17029,IL,240.0,3810.0,13000.0,4090.0,-9408.0,19979.0,141442.0,200090.0,1048677.0
17031,IL,34520.0,389600.0,1525180.0,575250.0,-3569722.0,2077022.0,16887818.0,34825177.0,167883859.0
17033,IL,120.0,1490.0,5170.0,1980.0,-4277.0,7639.0,59371.0,98308.0,457963.0
17035,IL,70.0,760.0,3140.0,960.0,-4356.0,3923.0,38211.0,44162.0,230094.0
17037,IL,600.0,7650.0,26070.0,11320.0,-43018.0,38719.0,298231.0,571356.0,2401913.0
17039,IL,70.0,1150.0,4650.0,1870.0,-2041.0,5842.0,54495.0,95140.0,427592.0
17041,IL,120.0,1570.0,6300.0,2030.0,-5186.0,7812.0,75661.0,95718.0,492579.0
17043,IL,6980.0,70270.0,230280.0,160680.0,-1044867.0,332389.0,2797402.0,10208326.0,39201905.0
17045,IL,140.0,1390.0,5070.0,1590.0,-5868.0,7105.0,57757.0,75394.0,387864.0
17047,IL,40.0,470.0,1840.0,610.0,-567.0,2209.0,22988.0,29581.0,140852.0
17049,IL,220.0,3010.0,10700.0,3630.0,-14632.0,15910.0,121804.0,182056.0,975816.0
17051,IL,160.0,1640.0,5790.0,1580.0,-5289.0,8543.0,63603.0,74113.0,396036.0
17053,IL,90.0,1070.0,4000.0,1410.0,-3684.0,5122.0,47894.0,68381.0,340786.0
17055,IL,180.0,2980.0,10750.0,2840.0,-5385.0,16037.0,115966.0,137900.0,721903.0
17057,IL,180.0,2530.0,10160.0,3010.0,-10931.0,13191.0,113200.0,141445.0,718306.0
17059,IL,30.0,340.0,1410.0,530.0,-626.0,1819.0,15942.0,25313.0,128207.0
17061,IL,80.0,1030.0,3780.0,1010.0,-1483.0,5222.0,42652.0,47779.0,262912.0
17063,IL,250.0,3630.0,12900.0,7580.0,-19250.0,18147.0,155093.0,413009.0,1488690.0
17065,IL,40.0,630.0,2300.0,720.0,-892.0,3129.0,26616.0,33895.0,182345.0
17067,IL,140.0,1360.0,5470.0,1760.0,-5122.0,6884.0,65363.0,80620.0,414594.0
17069,IL,40.0,250.0,1050.0,270.0,-899.0,1346.0,11413.0,16661.0,71126.0
17071,IL,60.0,530.0,2160.0,600.0,-1964.0,2757.0,25593.0,27942.0,152468.0
17073,IL,250.0,3820.0,14160.0,6010.0,-9096.0,19306.0,167511.0,299203.0,1374464.0
17075,IL,180.0,2350.0,8440.0,2960.0,-7818.0,11858.0,95702.0,139290.0,686204.0
17077,IL,370.0,4600.0,14010.0,4260.0,-14213.0,25022.0,143870.0,212149.0,1079889.0
17079,IL,80.0,780.0,2820.0,990.0,-3193.0,4070.0,34672.0,47095.0,227075.0
17081,IL,190.0,2900.0,10730.0,2950.0,-5679.0,15377.0,119638.0,140880.0,793712.0
17083,IL,130.0,1730.0,5850.0,2540.0,-5302.0,8858.0,68206.0,124480.0,524474.0
17085,IL,300.0,2470.0,7170.0,2420.0,-24258.0,13774.0,79405.0,117275.0,588913.0
17087,IL,50.0,790.0,3020.0,1060.0,-1320.0,4179.0,34705.0,51267.0,232869.0
17089,IL,2660.0,35220.0,132120.0,69360.0,-187229.0,177181.0,1481968.0,3893711.0,15769238.0
17091,IL,450.0,8270.0,31040.0,10880.0,-24477.0,43713.0,343243.0,539567.0,2518890.0
17093,IL,500.0,7390.0,26950.0,19610.0,-47542.0,36160.0,341081.0,1069535.0,3634313.0
17095,IL,230.0,4060.0,14730.0,4450.0,-7970.0,21661.0,159364.0,212674.0,1127343.0
17097,IL,5520.0,53230.0,165610.0,115180.0,-813372.0,251369.0,1889858.0,9405507.0,34166215.0
17099,IL,570.0,9240.0,32020.0,12320.0,-41685.0,47495.0,363203.0,608519.0,2757288.0
17101,IL,60.0,1100.0,4070.0,1170.0,-2242.0,5613.0,46334.0,56247.0,296932.0
17103,IL,210.0,2810.0,9580.0,3660.0,-11537.0,13701.0,113185.0,177432.0,838424.0
17105,IL,170.0,2830.0,9990.0,4190.0,-5445.0,14309.0,117265.0,203630.0,922695.0
17107,IL,120.0,2010.0,7560.0,2890.0,-3378.0,10590.0,89921.0,139558.0,653141.0
17109,IL,170.0,2350.0,7310.0,2520.0,-7625.0,11937.0,82881.0,123298.0,597867.0
17111,IL,2130.0,23880.0,76270.0,49730.0,-191253.0,114365.0,915359.0,2727129.0,10327688.0
17113,IL,600.0,11330.0,40960.0,24540.0,-44602.0,57844.0,477734.0,1341981.0,5176947.0
17115,IL,410.0,7990.0,30280.0,10740.0,-15236.0,42672.0,328538.0,532390.0,2654340.0
17117,IL,240.0,3300.0,12970.0,4690.0,-12016.0,17023.0,149028.0,228647.0,1037336.0
17119,IL,1200.0,19510.0,71990.0,31940.0,-71530.0,102809.0,810310.0,1644991.0,6929116.0
17121,IL,180.0,3330.0,11410.0,3030.0,-5671.0,17049.0,124306.0,144516.0,779411.0
17123,IL,70.0,950.0,3570.0,1410.0,-3873.0,4847.0,42861.0,69576.0,318129.0
17125,IL,70.0,1070.0,4010.0,1310.0,-3251.0,5452.0,45974.0,63299.0,319332.0
17127,IL,60.0,1060.0,4090.0,1190.0,-1760.0,5709.0,44079.0,58066.0,281751.0
17129,IL,50.0,940.0,3340.0,1860.0,-1576.0,4578.0,42260.0,93661.0,362978.0
17131,IL,110.0,1130.0,4770.0,1890.0,-3166.0,5762.0,59409.0,91000.0,433407.0
17133,IL,190.0,2350.0,8240.0,5940.0,-19306.0,11244.0,103394.0,322769.0,1159660.0
17135,IL,120.0,2080.0,7720.0,2740.0,-3486.0,10648.0,87715.0,133086.0,634427.0
17137,IL,160.0,2590.0,9610.0,3360.0,-7473.0,12943.0,107672.0,163117.0,792341.0
17139,IL,90.0,980.0,4210.0,1420.0,-4518.0,4890.0,50677.0,67931.0,349475.0
17141,IL,350.0,4170.0,14600.0,6310.0,-15597.0,20865.0,172829.0,318424.0,1346137.0
17143,IL,720.0,14110.0,52370.0,22240.0,-46217.0,74456.0,569865.0,1209691.0,5590884.0
17145,IL,100.0,1500.0,5560.0,1730.0,-3131.0,7999.0,61869.0,81339.0,392580.0
17147,IL,80.0,1250.0,4360.0,2320.0,-2845.0,5943.0,54662.0,116418.0,486978.0
17149,IL,160.0,1160.0,4370.0,1220.0,-14004.0,5905.0,50575.0,55623.0,300963.0
17151,IL,50.0,270.0,1000.0,310.0,-1936.0,1384.0,11346.0,17032.0,69210.0
17153,IL,20.0,410.0,1700.0,310.0,-297.0,2129.0,18407.0,16537.0,92986.0
17155,IL,50.0,440.0,1670.0,780.0,-841.0,2203.0,20543.0,36309.0,162608.0
17157,IL,150.0,2160.0,8600.0,2990.0,-4550.0,11108.0,96696.0,144806.0,687418.0
17159,IL,100.0,1320.0,4720.0,1380.0,-3491.0,6673.0,53006.0,63550.0,345786.0
17161,IL,500.0,10470.0,45150.0,14960.0,-29427.0,55968.0,502220.0,725744.0,3617379.0
17163,IL,1070.0,19280.0,72790.0,28270.0,-27912.0,103698.0,782658.0,1462030.0,6401997.0
17165,IL,130.0,1850.0,6370.0,2020.0,-5246.0,9937.0,68285.0,97945.0,488260.0
17167,IL,860.0,15340.0,56760.0,26900.0,-39075.0,78486.0,644078.0,1408955.0,6090460.0
17169,IL,40.0,520.0,2080.0,620.0,-1009.0,2621.0,25373.0,28777.0,153980.0
17171,IL,30.0,390.0,1500.0,510.0,-908.0,2004.0,18182.0,23691.0,119980.0
17173,IL,150.0,1620.0,6430.0,2100.0,-4467.0,8299.0,76977.0,97690.0,496996.0
17175,IL,40.0,470.0,1570.0,620.0,-1528.0,2154.0,18904.0,29466.0,144929.0
17177,IL,350.0,4050.0,13610.0,4300.0,-17279.0,20366.0,148361.0,204578.0,1039682.0
17179,IL,470.0,9530.0,37370.0,17210.0,-14610.0,49119.0,441295.0,870245.0,3808791.0
17181,IL,110.0,1250.0,4890.0,1510.0,-6808.0,6469.0,54262.0,73050.0,350576.0
17183,IL,340.0,5830.0,22580.0,5810.0,-10702.0,31335.0,245217.0,273832.0,1517806.0
17185,IL,50.0,860.0,3140.0,1230.0,-2565.0,4572.0,36615.0,57576.0,283928.0
17187,IL,100.0,1370.0,5050.0,1520.0,-5597.0,6693.0,58347.0,70448.0,378162.0
17189,IL,90.0,1150.0,4240.0,1730.0,-4345.0,5604.0,51165.0,84771.0,380941.0
17191,IL,100.0,1240.0,4840.0,1360.0,-2579.0,6630.0,56498.0,63072.0,348046.0
17193,IL,80.0,1040.0,3840.0,1450.0,-3022.0,5382.0,44925.0,68322.0,347794.0
17195,IL,300.0,4650.0,17350.0,5550.0,-13979.0,23276.0,197923.0,266419.0,1365989.0
17197,IL,3550.0,48720.0,164340.0,104700.0,-294546.0,240875.0,1912188.0,5790539.0,21704101.0
17199,IL,380.0,4870.0,18630.0,6170.0,-12807.0,26134.0,203993.0,298285.0,1473482.0
17201,IL,1530.0,22120.0,84180.0,27460.0,-129050.0,115829.0,932270.0,1354454.0,6648675.0
17203,IL,160.0,2730.0,9260.0,6120.0,-11713.0,13488.0,114306.0,328818.0,1275837.0
18000,IN,33960.0,539890.0,1839220.0,634450.0,-1804574.0,2760511.0,20708524.0,31390198.0,158837849.0
18001,IN,200.0,2730.0,9370.0,2490.0,-8913.0,13516.0,108486.0,115852.0,676059.0
18003,IN,1910.0,31380.0,104210.0,33880.0,-112319.0,161600.0,1146758.0,1689321.0,8950332.0
18005,IN,330.0,6480.0,23060.0,9100.0,-19069.0,32294.0,279037.0,457959.0,2212984.0
18007,IN,60.0,750.0,2470.0,780.0,-11458.0,3742.0,28980.0,36666.0,183634.0
18009,IN,70.0,1220.0,3760.0,820.0,-1562.0,6295.0,41491.0,38256.0,229155.0
18011,IN,420.0,4800.0,13560.0,10360.0,-55063.0,22242.0,165742.0,705149.0,2654044.0
18013,IN,140.0,1410.0,4440.0,1610.0,-5928.0,7134.0,50521.0,77887.0,369523.0
18015,IN,130.0,1700.0,5730.0,1970.0,-4050.0,8213.0,69361.0,92600.0,465738.0
18017,IN,180.0,3160.0,12150.0,2570.0,-6288.0,15837.0,136146.0,118812.0,744697.0
18019,IN,450.0,8760.0,35720.0,10290.0,-18394.0,46764.0,409380.0,493140.0,2544870.0
18021,IN,150.0,2200.0,7680.0,2030.0,-3032.0,11462.0,87572.0,97239.0,514229.0
18023,IN,170.0,2690.0,9860.0,2630.0,-5188.0,13532.0,111053.0,123783.0,666711.0
18025,IN,70.0,870.0,3130.0,550.0,-775.0,4478.0,35162.0,28274.0,166746.0
18027,IN,210.0,2630.0,8780.0,2430.0,-5191.0,12778.0,101392.0,116898.0,649682.0
18029,IN,240.0,4090.0,13900.0,6050.0,-12202.0,20526.0,165999.0,302406.0,1284215.0
18031,IN,160.0,2520.0,7980.0,2250.0,-5475.0,12103.0,94376.0,105099.0,570537.0
18033,IN,210.0,3630.0,12480.0,3700.0,-14706.0,18238.0,145140.0,174598.0,925714.0
18035,IN,520.0,9850.0,30370.0,7820.0,-19139.0,52521.0,319176.0,372474.0,2114424.0
18037,IN,230.0,4250.0,12600.0,4830.0,-6422.0,20188.0,158902.0,244166.0,1313786.0
18039,IN,990.0,15460.0,60880.0,14690.0,-51210.0,78911.0,717152.0,711889.0,4497586.0
18041,IN,160.0,2000.0,6430.0,1410.0,-2940.0,10164.0,71268.0,64286.0,392981.0
18043,IN,390.0,6180.0,21520.0,9030.0,-21164.0,31811.0,241910.0,480134.0,2234312.0
18045,IN,80.0,1520.0,5020.0,1390.0,-2069.0,7357.0,58479.0,63695.0,350713.0
18047,IN,170.0,2060.0,6080.0,2430.0,-5525.0,10437.0,71416.0,115457.0,542540.0
18049,IN,150.0,1860.0,5990.0,1580.0,-2440.0,9140.0,67755.0,73680.0,423485.0
18051,IN,150.0,2940.0,9340.0,3530.0,-5066.0,14600.0,110485.0,169560.0,786220.0
18053,IN,330.0,6020.0,19050.0,4470.0,-9645.0,31556.0,201070.0,207326.0,1200614.0
18055,IN,200.0,2770.0,8890.0,2670.0,-6520.0,13826.0,101096.0,126963.0,626227.0
18057,IN,1950.0,20820.0,59770.0,57330.0,-252291.0,93098.0,780602.0,3730239.0,13453550.0
18059,IN,340.0,5430.0,18840.0,9960.0,-10813.0,26448.0,231999.0,511018.0,2091363.0
18061,IN,230.0,3080.0,11140.0,3650.0,-11035.0,15404.0,129834.0,176415.0,849926.0
18063,IN,670.0,11050.0,38210.0,22890.0,-32903.0,54079.0,482857.0,1185498.0,4563454.0
18065,IN,240.0,3990.0,13870.0,3540.0,-4885.0,20627.0,153174.0,167539.0,928314.0
18067,IN,390.0,7270.0,24090.0,8020.0,-13993.0,37009.0,262417.0,400655.0,1859163.0
18069,IN,210.0,3310.0,10790.0,3290.0,-8601.0,16490.0,125231.0,152134.0,796130.0
18071,IN,230.0,3720.0,14030.0,3790.0,-13975.0,18998.0,171116.0,178688.0,995745.0
18073,IN,180.0,2830.0,8630.0,3720.0,-26797.0,13541.0,102870.0,183979.0,776382.0
18075,IN,160.0,2010.0,6230.0,1190.0,-5516.0,10003.0,68579.0,55014.0,367606.0
18077,IN,170.0,2720.0,9210.0,2600.0,-3987.0,13882.0,104817.0,125529.0,688579.0
18079,IN,140.0,2360.0,8550.0,1720.0,-6145.0,12048.0,97898.0,81450.0,499538.0
18081,IN,700.0,11290.0,39170.0,18700.0,-43381.0,56232.0,472905.0,941730.0,4136543.0
18083,IN,210.0,3430.0,9760.0,3170.0,-5769.0,17289.0,109220.0,147898.0,769906.0
18085,IN,490.0,6570.0,23200.0,7540.0,-17740.0,32594.0,279327.0,359748.0,1961879.0
18087,IN,240.0,2870.0,10960.0,2440.0,-9221.0,13884.0,141992.0,112296.0,732192.0
18089,IN,2170.0,40060.0,135220.0,50860.0,-96791.0,212002.0,1463896.0,2571497.0,11542522.0
18091,IN,570.0,9240.0,31090.0,10130.0,-29896.0,47972.0,342075.0,487804.0,2423359.0
18093,IN,250.0,3820.0,13190.0,3470.0,-12462.0,19784.0,149597.0,165810.0,881923.0
18095,IN,560.0,10530.0,38850.0,9300.0,-21400.0,56106.0,420775.0,443810.0,2507628.0
18097,IN,4730.0,76490.0,295290.0,72840.0,-312127.0,414935.0,3206340.0,3718596.0,21581464.0
18099,IN,300.0,4160.0,13570.0,3780.0,-17534.0,20201.0,162988.0,176508.0,1013193.0
18101,IN,50.0,920.0,2850.0,870.0,-1040.0,4480.0,34860.0,41434.0,205616.0
18103,IN,180.0,2980.0,9650.0,2520.0,-9690.0,14987.0,108410.0,119049.0,634616.0
18105,IN,800.0,10610.0,32170.0,12150.0,-32119.0,53957.0,349420.0,626697.0,3004342.0
18107,IN,210.0,3390.0,11090.0,3270.0,-6564.0,16739.0,132909.0,154003.0,807508.0
18109,IN,390.0,5650.0,19390.0,7850.0,-15125.0,28519.0,225582.0,383866.0,1692579.0
18111,IN,90.0,1180.0,4020.0,1340.0,-2795.0,6001.0,46441.0,64204.0,312125.0
18113,IN,250.0,3750.0,14110.0,3530.0,-7377.0,18375.0,171942.0,166268.0,951843.0
18115,IN,30.0,500.0,1730.0,540.0,-2407.0,2515.0,19972.0,26002.0,122385.0
18117,IN,130.0,1820.0,5660.0,1070.0,-4750.0,9401.0,62188.0,49283.0,330405.0
18119,IN,120.0,1900.0,6150.0,1380.0,-2501.0,9935.0,67910.0,66492.0,383929.0
18121,IN,110.0,1300.0,4270.0,1160.0,-3731.0,6715.0,47955.0,54707.0,300731.0
18123,IN,80.0,1640.0,5460.0,1470.0,-2114.0,8274.0,63724.0,69445.0,373439.0
18125,IN,50.0,1030.0,3390.0,1230.0,-1162.0,5162.0,40214.0,60289.0,268266.0
18127,IN,850.0,13220.0,40850.0,25080.0,-38440.0,65587.0,483024.0,1303109.0,5105574.0
18129,IN,120.0,2070.0,6630.0,3440.0,-3031.0,10390.0,81530.0,169634.0,709808.0
18131,IN,100.0,1180.0,3630.0,1050.0,-3540.0,5805.0,42946.0,49380.0,287055.0
18133,IN,230.0,2770.0,9560.0,3140.0,-9858.0,13861.0,111886.0,150368.0,720679.0
18135,IN,160.0,2230.0,7690.0,1690.0,-3483.0,11454.0,86070.0,77570.0,473888.0
18137,IN,190.0,2560.0,7900.0,2590.0,-9963.0,12515.0,91568.0,122334.0,617307.0
18139,IN,110.0,1430.0,4940.0,1440.0,-3784.0,6981.0,57447.0,66737.0,352957.0
18141,IN,1290.0,23150.0,75830.0,22730.0,-44101.0,119230.0,824381.0,1129430.0,6160983.0
18143,IN,140.0,1860.0,6830.0,1460.0,-8862.0,9980.0,75981.0,67782.0,401354.0
18145,IN,200.0,3860.0,13130.0,4270.0,-7688.0,19097.0,156261.0,203508.0,1020526.0
18147,IN,120.0,1910.0,5730.0,2130.0,-3265.0,9310.0,70709.0,102461.0,472920.0
18149,IN,140.0,1930.0,6590.0,1550.0,-3452.0,9935.0,74868.0,74842.0,423088.0
18151,IN,260.0,2950.0,10060.0,2890.0,-18501.0,14934.0,115029.0,137913.0,757141.0
18153,IN,100.0,1680.0,5300.0,1680.0,-3005.0,8726.0,59627.0,78953.0,386486.0
18155,IN,70.0,790.0,2560.0,630.0,-1918.0,4073.0,28222.0,34215.0,159417.0
18157,IN,710.0,13100.0,43140.0,15680.0,-42956.0,66728.0,470478.0,791056.0,3842773.0
18159,IN,100.0,1350.0,4460.0,1780.0,-2476.0,6349.0,52918.0,85670.0,405429.0
18161,IN,50.0,620.0,2160.0,530.0,-1246.0,3238.0,24944.0,23841.0,140408.0
18163,IN,760.0,16060.0,52080.0,15860.0,-39605.0,83700.0,570202.0,779376.0,4261468.0
18165,IN,90.0,1270.0,4690.0,1280.0,-2662.0,6736.0,53548.0,60959.0,316766.0
18167,IN,460.0,9400.0,28310.0,7870.0,-24188.0,49472.0,299326.0,377008.0,2092926.0
18169,IN,200.0,3060.0,9130.0,2610.0,-5486.0,15144.0,103990.0,124177.0,696329.0
18171,IN,50.0,700.0,2410.0,860.0,-1183.0,3266.0,29170.0,40912.0,211915.0
18173,IN,270.0,4870.0,15240.0,8430.0,-12751.0,23591.0,183145.0,430296.0,1925915.0
18175,IN,210.0,2320.0,8000.0,1690.0,-4364.0,11948.0,90803.0,80297.0,493491.0
18177,IN,400.0,6340.0,19230.0,4400.0,-13756.0,31941.0,207409.0,203960.0,1269448.0
18179,IN,140.0,2330.0,7840.0,2670.0,-7389.0,11480.0,93949.0,126045.0,643343.0
18181,IN,160.0,2400.0,7440.0,2120.0,-8913.0,11582.0,85863.0,101332.0,563545.0
18183,IN,190.0,2880.0,9860.0,3380.0,-4318.0,14507.0,120773.0,161636.0,825009.0
19000,IA,17520.0,206080.0,863080.0,347470.0,-1140880.0,1090274.0,10321592.0,17104699.0,81901040.0
19001,IA,90.0,540.0,2230.0,650.0,-13121.0,2761.0,27925.0,30057.0,153906.0
19003,IA,70.0,290.0,1180.0,330.0,-4044.0,1500.0,13747.0,15061.0,82605.0
19005,IA,200.0,990.0,4400.0,1120.0,-13609.0,5453.0,50241.0,52435.0,281053.0
19007,IA,160.0,920.0,3680.0,750.0,-5733.0,4963.0,41869.0,34400.0,212880.0
19009,IA,80.0,420.0,1770.0,570.0,-6075.0,2121.0,21311.0,27164.0,146714.0
19011,IA,120.0,1530.0,6980.0,3420.0,-3943.0,7918.0,87533.0,170677.0,701320.0
19013,IA,400.0,8360.0,37810.0,13330.0,-14865.0,46277.0,436617.0,651382.0,3273530.0
19015,IA,100.0,1690.0,7590.0,3220.0,-3454.0,8941.0,94396.0,154202.0,708643.0
19017,IA,120.0,1340.0,6170.0,3330.0,-5876.0,6886.0,82164.0,166487.0,697296.0
19019,IA,140.0,1220.0,5950.0,2280.0,-6482.0,6607.0,74758.0,107716.0,516737.0
19021,IA,140.0,1430.0,6540.0,1690.0,-7218.0,7464.0,80771.0,81940.0,475491.0
19023,IA,100.0,800.0,4270.0,1680.0,-8642.0,4249.0,55888.0,78588.0,360979.0
19025,IA,90.0,620.0,2820.0,1080.0,-7147.0,3284.0,33430.0,49895.0,240993.0
19027,IA,140.0,1550.0,6040.0,2450.0,-21573.0,8250.0,73474.0,116719.0,568960.0
19029,IA,130.0,1100.0,4060.0,1230.0,-7704.0,5742.0,48521.0,55831.0,312873.0
19031,IA,100.0,1040.0,5150.0,2440.0,-6554.0,5521.0,67096.0,118178.0,504276.0
19033,IA,220.0,3220.0,12950.0,4510.0,-12529.0,17569.0,149066.0,215514.0,1126945.0
19035,IA,120.0,870.0,3510.0,1260.0,-6483.0,4278.0,43809.0,59554.0,296611.0
19037,IA,120.0,850.0,3660.0,1270.0,-7342.0,4333.0,46255.0,60435.0,315821.0
19039,IA,90.0,600.0,2840.0,720.0,-4655.0,3246.0,33898.0,32503.0,181105.0
19041,IA,80.0,1240.0,5100.0,1830.0,-3678.0,6591.0,61211.0,87198.0,459183.0
19043,IA,260.0,1170.0,5500.0,1500.0,-15442.0,6156.0,66552.0,69355.0,385067.0
19045,IA,220.0,3560.0,13990.0,4910.0,-13727.0,19044.0,158977.0,235079.0,1125791.0
19047,IA,140.0,1110.0,5240.0,1400.0,-9526.0,5897.0,65821.0,66207.0,385605.0
19049,IA,340.0,4060.0,17500.0,13600.0,-40102.0,19997.0,235006.0,799437.0,3082894.0
19051,IA,130.0,510.0,2220.0,610.0,-9620.0,2600.0,26218.0,29498.0,145354.0
19053,IA,100.0,560.0,2100.0,390.0,-4130.0,2790.0,23525.0,17932.0,121096.0
19055,IA,210.0,1300.0,5030.0,1850.0,-15304.0,6790.0,63348.0,85353.0,409672.0
19057,IA,190.0,2970.0,12410.0,3610.0,-12522.0,16021.0,139265.0,169490.0,940105.0
19059,IA,180.0,1220.0,5030.0,2470.0,-11467.0,6231.0,60951.0,127905.0,589554.0
19061,IA,550.0,7350.0,28080.0,10750.0,-34731.0,38956.0,327250.0,517275.0,2623677.0
19063,IA,80.0,660.0,2930.0,870.0,-4765.0,3656.0,35110.0,40818.0,219040.0
19065,IA,190.0,1410.0,5800.0,1690.0,-9060.0,7691.0,68833.0,79070.0,440068.0
19067,IA,110.0,1130.0,4580.0,1590.0,-6331.0,6288.0,53919.0,74857.0,378377.0
19069,IA,110.0,620.0,3050.0,980.0,-8512.0,3294.0,37259.0,47286.0,252812.0
19071,IA,60.0,440.0,1950.0,780.0,-1444.0,2279.0,23793.0,36466.0,181609.0
19073,IA,70.0,680.0,2640.0,930.0,-3229.0,3556.0,31447.0,43050.0,214423.0
19075,IA,60.0,700.0,3310.0,1800.0,-2904.0,3664.0,44047.0,88191.0,394473.0
19077,IA,100.0,750.0,3070.0,1210.0,-3811.0,3875.0,37230.0,57830.0,284480.0
19079,IA,110.0,1010.0,4470.0,1610.0,-7203.0,5428.0,53025.0,75855.0,372847.0
19081,IA,80.0,660.0,3270.0,1180.0,-5556.0,3356.0,42404.0,54424.0,272590.0
19083,IA,130.0,1200.0,4760.0,1770.0,-11283.0,6234.0,58056.0,85067.0,422686.0
19085,IA,130.0,920.0,4010.0,1610.0,-5878.0,4879.0,47747.0,77120.0,360088.0
19087,IA,110.0,1360.0,5680.0,1760.0,-3853.0,7079.0,66648.0,82272.0,419527.0
19089,IA,100.0,670.0,3000.0,830.0,-5361.0,3471.0,37061.0,38600.0,219600.0
19091,IA,60.0,640.0,2810.0,1120.0,-2728.0,3398.0,34575.0,54462.0,280172.0
19093,IA,80.0,470.0,2010.0,820.0,-6019.0,2364.0,25185.0,40409.0,200222.0
19095,IA,120.0,1080.0,4760.0,2100.0,-5682.0,5619.0,60450.0,101624.0,461861.0
19097,IA,210.0,1510.0,5930.0,1840.0,-12278.0,7910.0,69838.0,84945.0,438574.0
19099,IA,150.0,2450.0,10460.0,3820.0,-4995.0,12709.0,128925.0,180772.0,876004.0
19101,IA,290.0,1420.0,4620.0,1310.0,-15793.0,7071.0,51529.0,67053.0,382338.0
19103,IA,710.0,9220.0,34010.0,17780.0,-48330.0,49258.0,398287.0,953717.0,4054140.0
19105,IA,150.0,1240.0,5600.0,2080.0,-10371.0,6685.0,67061.0,97915.0,469613.0
19107,IA,110.0,670.0,2970.0,880.0,-5751.0,3488.0,36481.0,40585.0,211649.0
19109,IA,130.0,1030.0,4610.0,1780.0,-6798.0,5496.0,58014.0,87073.0,448718.0
19111,IA,200.0,2490.0,10210.0,2890.0,-8973.0,13459.0,115883.0,138263.0,774241.0
19113,IA,790.0,14310.0,60420.0,28550.0,-36643.0,75900.0,722230.0,1469124.0,6440952.0
19115,IA,60.0,660.0,3380.0,980.0,-5152.0,3568.0,43129.0,44547.0,239838.0
19117,IA,100.0,660.0,2510.0,670.0,-3864.0,3416.0,29092.0,30580.0,169169.0
19119,IA,120.0,740.0,3060.0,1350.0,-9814.0,4025.0,40945.0,62770.0,293635.0
19121,IA,100.0,990.0,3780.0,2130.0,-4937.0,4964.0,46724.0,108157.0,423957.0
19123,IA,140.0,1540.0,5910.0,2060.0,-4543.0,8058.0,73085.0,97456.0,505351.0
19125,IA,200.0,2150.0,8360.0,3980.0,-8851.0,11236.0,108263.0,189602.0,835443.0
19127,IA,150.0,2680.0,11760.0,3600.0,-5058.0,14313.0,142958.0,169215.0,902101.0
19129,IA,90.0,870.0,3680.0,1990.0,-4664.0,4267.0,47147.0,99475.0,408720.0
19131,IA,120.0,630.0,2920.0,1160.0,-11249.0,3371.0,35818.0,54551.0,256951.0
19133,IA,90.0,640.0,2610.0,840.0,-4031.0,3309.0,30247.0,39253.0,212121.0
19135,IA,110.0,530.0,2180.0,640.0,-6484.0,2855.0,25769.0,29797.0,157144.0
19137,IA,70.0,770.0,3020.0,970.0,-2702.0,4135.0,36031.0,44772.0,232070.0
19139,IA,170.0,3100.0,12970.0,4440.0,-7781.0,16629.0,155308.0,213069.0,1060747.0
19141,IA,110.0,980.0,4040.0,1500.0,-6432.0,5122.0,50702.0,68609.0,355023.0
19143,IA,60.0,410.0,1960.0,610.0,-7458.0,2196.0,24627.0,27476.0,147697.0
19145,IA,90.0,1020.0,4220.0,1290.0,-3760.0,5221.0,50130.0,59038.0,322259.0
19147,IA,70.0,560.0,2730.0,870.0,-5336.0,3053.0,32716.0,41826.0,220448.0
19149,IA,200.0,1790.0,6830.0,3270.0,-18880.0,9496.0,88461.0,157785.0,723859.0
19151,IA,70.0,450.0,2100.0,790.0,-2697.0,2512.0,25606.0,37835.0,181588.0
19153,IA,1720.0,29140.0,128650.0,58100.0,-160322.0,153362.0,1559598.0,3055887.0,13873531.0
19155,IA,400.0,6040.0,26690.0,9350.0,-16375.0,32273.0,308434.0,457316.0,2202976.0
19157,IA,120.0,1250.0,4990.0,1950.0,-5295.0,6245.0,62308.0,93393.0,456644.0
19159,IA,90.0,300.0,1330.0,360.0,-9302.0,1685.0,15077.0,18111.0,96428.0
19161,IA,110.0,710.0,2960.0,1100.0,-4863.0,3654.0,37473.0,51443.0,263383.0
19163,IA,660.0,12020.0,47450.0,21400.0,-44625.0,63310.0,540698.0,1110563.0,5055052.0
19165,IA,110.0,900.0,3460.0,1410.0,-7736.0,4361.0,42862.0,68770.0,334237.0
19167,IA,230.0,2010.0,8250.0,3770.0,-67181.0,10862.0,112375.0,180596.0,852126.0
19169,IA,320.0,5520.0,19540.0,10360.0,-12843.0,29183.0,227264.0,532015.0,2241224.0
19171,IA,140.0,1290.0,5200.0,1720.0,-3921.0,6799.0,62801.0,79761.0,419453.0
