FIPS,STATE,agi_stub,N1,A00100
17201,IL,1,1530.0,-129050.0
17201,IL,2,22120.0,115829.0
17201,IL,3,32700.0,557135.0
17201,IL,4,32910.0,1185156.0
17201,IL,5,18570.0,1144679.0
17201,IL,6,11800.0,1020049.0
17201,IL,7,13110.0,1717027.0
17201,IL,8,2550.0,1037850.0
17203,IL,1,160.0,-11713.0
17203,IL,2,2730.0,13488.0
17203,IL,3,3060.0,51616.0
17203,IL,4,3540.0,130646.0
17203,IL,5,2660.0,164679.0
17203,IL,6,2150.0,186762.0
17203,IL,7,3190.0,428774.0
17203,IL,8,780.0,311585.0
18000,IN,1,33960.0,-1804574.0
18000,IN,2,539890.0,2760511.0
18000,IN,3,692970.0,11789078.0
18000,IN,4,728550.0,26311564.0
18000,IN,5,417700.0,25733215.0
18000,IN,6,268030.0,23171206.0
18000,IN,7,294400.0,38674261.0
18000,IN,8,72020.0,32202588.0
18001,IN,1,200.0,-8913.0
18001,IN,2,2730.0,13516.0
18001,IN,3,3350.0,57827.0
18001,IN,4,3840.0,137819.0
18001,IN,5,2180.0,134666.0
18001,IN,6,1330.0,114236.0
18001,IN,7,940.0,120303.0
18001,IN,8,220.0,106605.0
18003,IN,1,1910.0,-112319.0
18003,IN,2,31380.0,161600.0
18003,IN,3,40940.0,693033.0
18003,IN,4,40620.0,1465286.0
18003,IN,5,22650.0,1395628.0
18003,IN,6,14380.0,1241834.0
18003,IN,7,15260.0,1993672.0
18003,IN,8,4240.0,2111598.0
18005,IN,1,330.0,-19069.0
18005,IN,2,6480.0,32294.0
18005,IN,3,7620.0,130536.0
18005,IN,4,9530.0,344679.0
18005,IN,5,5910.0,364657.0
18005,IN,6,3660.0,315228.0
18005,IN,7,4340.0,575485.0
18005,IN,8,1100.0,469174.0
18007,IN,1,60.0,-11458.0
18007,IN,2,750.0,3742.0
18007,IN,3,860.0,14874.0
18007,IN,4,1050.0,37706.0
18007,IN,5,560.0,34282.0
18007,IN,6,390.0,33553.0
18007,IN,7,320.0,42193.0
18007,IN,8,70.0,28742.0
18009,IN,1,70.0,-1562.0
18009,IN,2,1220.0,6295.0
18009,IN,3,1470.0,25081.0
18009,IN,4,1490.0,53334.0
18009,IN,5,800.0,49588.0
18009,IN,6,430.0,36963.0
18009,IN,7,340.0,43113.0
18009,IN,8,50.0,16343.0
18011,IN,1,420.0,-55063.0
18011,IN,2,4800.0,22242.0
18011,IN,3,4490.0,76510.0
18011,IN,4,5420.0,198610.0
18011,IN,5,3650.0,226702.0
18011,IN,6,2870.0,248890.0
18011,IN,7,4870.0,674805.0
18011,IN,8,2620.0,1261348.0
18013,IN,1,140.0,-5928.0
18013,IN,2,1410.0,7134.0
18013,IN,3,1670.0,28375.0
18013,IN,4,1640.0,59683.0
18013,IN,5,1130.0,69952.0
18013,IN,6,740.0,63945.0
18013,IN,7,740.0,96807.0
18013,IN,8,130.0,49555.0
18015,IN,1,130.0,-4050.0
18015,IN,2,1700.0,8213.0
18015,IN,3,1920.0,32880.0
18015,IN,4,2290.0,83538.0
18015,IN,5,1520.0,94085.0
18015,IN,6,970.0,83290.0
18015,IN,7,850.0,109233.0
18015,IN,8,150.0,58549.0
18017,IN,1,180.0,-6288.0
18017,IN,2,3160.0,15837.0
18017,IN,3,4530.0,78386.0
18017,IN,4,5100.0,178196.0
18017,IN,5,2520.0,154876.0
18017,IN,6,1310.0,112696.0
18017,IN,7,1060.0,134320.0
18017,IN,8,200.0,76674.0
18019,IN,1,450.0,-18394.0
18019,IN,2,8760.0,46764.0
18019,IN,3,13110.0,225910.0
18019,IN,4,14710.0,531712.0
18019,IN,5,7900.0,486064.0
18019,IN,6,4910.0,423117.0
18019,IN,7,4690.0,602655.0
18019,IN,8,690.0,247042.0
18021,IN,1,150.0,-3032.0
18021,IN,2,2200.0,11462.0
18021,IN,3,2820.0,47960.0
18021,IN,4,3060.0,110666.0
18021,IN,5,1800.0,110370.0
18021,IN,6,1060.0,91086.0
18021,IN,7,870.0,112041.0
18021,IN,8,100.0,33676.0
18023,IN,1,170.0,-5188.0
18023,IN,2,2690.0,13532.0
18023,IN,3,3740.0,64408.0
18023,IN,4,3920.0,141968.0
18023,IN,5,2200.0,135263.0
18023,IN,6,1290.0,111899.0
18023,IN,7,1160.0,147275.0
18023,IN,8,180.0,57554.0
18025,IN,1,70.0,-775.0
18025,IN,2,870.0,4478.0
18025,IN,3,1190.0,20163.0
18025,IN,4,1300.0,46774.0
18025,IN,5,640.0,39464.0
18025,IN,6,330.0,28087.0
18025,IN,7,220.0,28555.0
18025,IN,8,0.0,0.0
18027,IN,1,210.0,-5191.0
18027,IN,2,2630.0,12778.0
18027,IN,3,3200.0,55579.0
18027,IN,4,3750.0,134975.0
18027,IN,5,1830.0,112683.0
18027,IN,6,1170.0,100995.0
18027,IN,7,1070.0,137163.0
18027,IN,8,190.0,100700.0
18029,IN,1,240.0,-12202.0
18029,IN,2,4090.0,20526.0
18029,IN,3,4820.0,82156.0
18029,IN,4,5340.0,195508.0
18029,IN,5,3740.0,231920.0
18029,IN,6,2630.0,227547.0
18029,IN,7,3010.0,388545.0
18029,IN,8,410.0,150215.0
18031,IN,1,160.0,-5475.0
18031,IN,2,2520.0,12103.0
18031,IN,3,2750.0,46793.0
18031,IN,4,3350.0,121353.0
18031,IN,5,1880.0,115910.0
18031,IN,6,1120.0,96408.0
18031,IN,7,960.0,123177.0
18031,IN,8,170.0,60268.0
18033,IN,1,210.0,-14706.0
18033,IN,2,3630.0,18238.0
18033,IN,3,4470.0,76360.0
18033,IN,4,5030.0,183011.0
18033,IN,5,2980.0,184385.0
18033,IN,6,1850.0,158989.0
18033,IN,7,1580.0,202775.0
18033,IN,8,270.0,116662.0
18035,IN,1,520.0,-19139.0
18035,IN,2,9850.0,52521.0
18035,IN,3,12980.0,217811.0
18035,IN,4,11250.0,404375.0
18035,IN,5,6140.0,377355.0
18035,IN,6,3610.0,310796.0
18035,IN,7,3450.0,447969.0
18035,IN,8,760.0,322736.0
18037,IN,1,230.0,-6422.0
18037,IN,2,4250.0,20188.0
18037,IN,3,3870.0,67443.0
18037,IN,4,5570.0,201288.0
18037,IN,5,3160.0,196199.0
18037,IN,6,2220.0,191445.0
18037,IN,7,2020.0,261933.0
18037,IN,8,590.0,381712.0
18039,IN,1,990.0,-51210.0
18039,IN,2,15460.0,78911.0
18039,IN,3,21180.0,368235.0
18039,IN,4,26120.0,940906.0
18039,IN,5,13580.0,830967.0
18039,IN,6,7020.0,604444.0
18039,IN,7,5900.0,765281.0
18039,IN,8,1770.0,960052.0
18041,IN,1,160.0,-2940.0
18041,IN,2,2000.0,10164.0
18041,IN,3,2490.0,41869.0
18041,IN,4,2590.0,93504.0
18041,IN,5,1350.0,82831.0
18041,IN,6,770.0,66011.0
18041,IN,7,540.0,67410.0
18041,IN,8,100.0,34132.0
18043,IN,1,390.0,-21164.0
18043,IN,2,6180.0,31811.0
18043,IN,3,8130.0,138351.0
18043,IN,4,8400.0,302603.0
18043,IN,5,4990.0,308467.0
18043,IN,6,3480.0,302572.0
18043,IN,7,4490.0,594953.0
18043,IN,8,1060.0,576719.0
18045,IN,1,80.0,-2069.0
18045,IN,2,1520.0,7357.0
18045,IN,3,1790.0,30581.0
18045,IN,4,2050.0,74200.0
18045,IN,5,1180.0,73489.0
18045,IN,6,720.0,61668.0
18045,IN,7,570.0,71461.0
18045,IN,8,100.0,34026.0
18047,IN,1,170.0,-5525.0
18047,IN,2,2060.0,10437.0
18047,IN,3,2150.0,36063.0
18047,IN,4,2370.0,87037.0
18047,IN,5,1560.0,96408.0
18047,IN,6,1150.0,99352.0
18047,IN,7,1080.0,139265.0
18047,IN,8,200.0,79503.0
18049,IN,1,150.0,-2440.0
18049,IN,2,1860.0,9140.0
18049,IN,3,2220.0,37813.0
18049,IN,4,2430.0,87171.0
18049,IN,5,1340.0,82151.0
18049,IN,6,800.0,69447.0
18049,IN,7,650.0,81982.0
18049,IN,8,130.0,58221.0
18051,IN,1,150.0,-5066.0
18051,IN,2,2940.0,14600.0
18051,IN,3,3240.0,54252.0
18051,IN,4,3690.0,134278.0
18051,IN,5,2410.0,149655.0
18051,IN,6,1720.0,148397.0
18051,IN,7,1590.0,204002.0
18051,IN,8,220.0,86102.0
18053,IN,1,330.0,-9645.0
18053,IN,2,6020.0,31556.0
18053,IN,3,8030.0,135015.0
18053,IN,4,7200.0,257286.0
18053,IN,5,3820.0,233967.0
18053,IN,6,2300.0,197513.0
18053,IN,7,1850.0,234569.0
18053,IN,8,320.0,120353.0
18055,IN,1,200.0,-6520.0
18055,IN,2,2770.0,13826.0
18055,IN,3,3320.0,56242.0
18055,IN,4,3430.0,124952.0
18055,IN,5,2140.0,132446.0
18055,IN,6,1400.0,120781.0
18055,IN,7,1140.0,144467.0
18055,IN,8,130.0,40033.0
18057,IN,1,1950.0,-252291.0
18057,IN,2,20820.0,93098.0
18057,IN,3,18010.0,308873.0
18057,IN,4,23590.0,872071.0
18057,IN,5,18170.0,1129424.0
18057,IN,6,15330.0,1334632.0
18057,IN,7,28940.0,3980854.0
18057,IN,8,13060.0,5986889.0
18059,IN,1,340.0,-10813.0
18059,IN,2,5430.0,26448.0
18059,IN,3,6180.0,105071.0
18059,IN,4,7390.0,271119.0
18059,IN,5,5270.0,325986.0
18059,IN,6,3950.0,342382.0
18059,IN,7,5090.0,668743.0
18059,IN,8,920.0,362427.0
18061,IN,1,230.0,-11035.0
18061,IN,2,3080.0,15404.0
18061,IN,3,3960.0,68060.0
18061,IN,4,4480.0,162147.0
18061,IN,5,2700.0,166819.0
18061,IN,6,1790.0,154612.0
18061,IN,7,1650.0,212109.0
18061,IN,8,210.0,81810.0
18063,IN,1,670.0,-32903.0
18063,IN,2,11050.0,54079.0
18063,IN,3,12060.0,205721.0
18063,IN,4,15020.0,551136.0
18063,IN,5,11130.0,691006.0
18063,IN,6,8870.0,770429.0
18063,IN,7,11870.0,1574667.0
18063,IN,8,2150.0,749319.0
18065,IN,1,240.0,-4885.0
18065,IN,2,3990.0,20627.0
18065,IN,3,5410.0,91356.0
18065,IN,4,5480.0,197957.0
18065,IN,5,2980.0,183050.0
18065,IN,6,1840.0,159555.0
18065,IN,7,1480.0,188700.0
18065,IN,8,220.0,91954.0
18067,IN,1,390.0,-13993.0
18067,IN,2,7270.0,37009.0
18067,IN,3,9650.0,162570.0
18067,IN,4,8970.0,323647.0
18067,IN,5,5470.0,338157.0
18067,IN,6,3590.0,311056.0
18067,IN,7,3930.0,509097.0
18067,IN,8,500.0,191620.0
18069,IN,1,210.0,-8601.0
18069,IN,2,3310.0,16490.0
18069,IN,3,3890.0,66874.0
18069,IN,4,4270.0,155343.0
18069,IN,5,2630.0,162657.0
18069,IN,6,1730.0,148998.0
18069,IN,7,1320.0,168246.0
18069,IN,8,240.0,86123.0
18071,IN,1,230.0,-13975.0
18071,IN,2,3720.0,18998.0
18071,IN,3,4600.0,78804.0
18071,IN,4,6390.0,230184.0
18071,IN,5,3040.0,186640.0
18071,IN,6,1780.0,154097.0
18071,IN,7,1650.0,217192.0
18071,IN,8,360.0,123805.0
18073,IN,1,180.0,-26797.0
18073,IN,2,2830.0,13541.0
18073,IN,3,2990.0,50639.0
18073,IN,4,3320.0,121318.0
18073,IN,5,2320.0,143787.0
18073,IN,6,1700.0,147506.0
18073,IN,7,1790.0,229853.0
18073,IN,8,230.0,96535.0
18075,IN,1,160.0,-5516.0
18075,IN,2,2010.0,10003.0
18075,IN,3,2430.0,41927.0
18075,IN,4,2470.0,87676.0
18075,IN,5,1330.0,81810.0
18075,IN,6,660.0,56612.0
18075,IN,7,440.0,55841.0
18075,IN,8,90.0,39253.0
18077,IN,1,170.0,-3987.0
18077,IN,2,2720.0,13882.0
18077,IN,3,3420.0,58346.0
18077,IN,4,3640.0,132020.0
18077,IN,5,2150.0,132684.0
18077,IN,6,1200.0,103237.0
18077,IN,7,1190.0,152539.0
18077,IN,8,210.0,99858.0
18079,IN,1,140.0,-6145.0
18079,IN,2,2360.0,12048.0
18079,IN,3,3180.0,54589.0
18079,IN,4,3630.0,131387.0
18079,IN,5,1740.0,107183.0
18079,IN,6,950.0,81624.0
18079,IN,7,690.0,86957.0
18079,IN,8,80.0,31895.0
18081,IN,1,700.0,-43381.0
18081,IN,2,11290.0,56232.0
18081,IN,3,13100.0,224421.0
18081,IN,4,15870.0,576342.0
18081,IN,5,10200.0,631102.0
18081,IN,6,7480.0,648587.0
18081,IN,7,9120.0,1206285.0
18081,IN,8,2100.0,836955.0
18083,IN,1,210.0,-5769.0
18083,IN,2,3430.0,17289.0
18083,IN,3,3710.0,62866.0
18083,IN,4,3770.0,135490.0
18083,IN,5,2280.0,141209.0
18083,IN,6,1490.0,128096.0
18083,IN,7,1370.0,177216.0
18083,IN,8,310.0,113509.0
18085,IN,1,490.0,-17740.0
18085,IN,2,6570.0,32594.0
18085,IN,3,7780.0,134420.0
18085,IN,4,9530.0,346727.0
18085,IN,5,5890.0,361681.0
18085,IN,6,3380.0,291677.0
18085,IN,7,3230.0,422170.0
18085,IN,8,930.0,390350.0
18087,IN,1,240.0,-9221.0
18087,IN,2,2870.0,13884.0
18087,IN,3,3280.0,56681.0
18087,IN,4,4360.0,161765.0
18087,IN,5,3320.0,200307.0
18087,IN,6,1340.0,114752.0
18087,IN,7,900.0,116329.0
18087,IN,8,200.0,77695.0
18089,IN,1,2170.0,-96791.0
18089,IN,2,40060.0,212002.0
18089,IN,3,54660.0,912948.0
18089,IN,4,49780.0,1800325.0
18089,IN,5,30780.0,1898185.0
18089,IN,6,21470.0,1859876.0
18089,IN,7,25340.0,3324711.0
18089,IN,8,4050.0,1631266.0
18091,IN,1,570.0,-29896.0
18091,IN,2,9240.0,47972.0
18091,IN,3,12230.0,206412.0
18091,IN,4,12000.0,433596.0
18091,IN,5,6860.0,423840.0
18091,IN,6,4680.0,403971.0
18091,IN,7,4640.0,598310.0
18091,IN,8,810.0,339154.0
18093,IN,1,250.0,-12462.0
18093,IN,2,3820.0,19784.0
18093,IN,3,4920.0,83834.0
18093,IN,4,5280.0,191161.0
18093,IN,5,2990.0,184413.0
18093,IN,6,1780.0,153511.0
18093,IN,7,1500.0,192665.0
18093,IN,8,190.0,69017.0
18095,IN,1,560.0,-21400.0
18095,IN,2,10530.0,56106.0
18095,IN,3,15730.0,266269.0
18095,IN,4,15170.0,544889.0
18095,IN,5,7950.0,489654.0
18095,IN,6,4580.0,394489.0
18095,IN,7,4110.0,527520.0
18095,IN,8,610.0,250101.0
18097,IN,1,4730.0,-312127.0
18097,IN,2,76490.0,414935.0
18097,IN,3,120680.0,2063988.0
18097,IN,4,120680.0,4308099.0
18097,IN,5,53930.0,3297178.0
18097,IN,6,29710.0,2563238.0
18097,IN,7,33500.0,4426824.0
18097,IN,8,9630.0,4819329.0
18099,IN,1,300.0,-17534.0
18099,IN,2,4160.0,20201.0
18099,IN,3,4560.0,78386.0
18099,IN,4,5780.0,210092.0
18099,IN,5,3230.0,198136.0
18099,IN,6,1880.0,162412.0
18099,IN,7,1530.0,196647.0
18099,IN,8,370.0,164853.0
18101,IN,1,50.0,-1040.0
18101,IN,2,920.0,4480.0
18101,IN,3,940.0,16283.0
18101,IN,4,1180.0,43293.0
18101,IN,5,730.0,45148.0
18101,IN,6,450.0,38925.0
18101,IN,7,380.0,47619.0
18101,IN,8,40.0,10908.0
18103,IN,1,180.0,-9690.0
18103,IN,2,2980.0,14987.0
18103,IN,3,3640.0,61363.0
18103,IN,4,3780.0,136688.0
18103,IN,5,2230.0,137271.0
18103,IN,6,1320.0,113336.0
18103,IN,7,1070.0,135016.0
18103,IN,8,130.0,45645.0
18105,IN,1,800.0,-32119.0
18105,IN,2,10610.0,53957.0
18105,IN,3,12900.0,218793.0
18105,IN,4,12070.0,433121.0
18105,IN,5,7200.0,443145.0
18105,IN,6,4610.0,399596.0
18105,IN,7,5840.0,783307.0
18105,IN,8,1700.0,704542.0
18107,IN,1,210.0,-6564.0
18107,IN,2,3390.0,16739.0
18107,IN,3,3730.0,63132.0
18107,IN,4,4810.0,173998.0
18107,IN,5,2550.0,157470.0
18107,IN,6,1600.0,138047.0
18107,IN,7,1440.0,183335.0
18107,IN,8,230.0,81351.0
18109,IN,1,390.0,-15125.0
18109,IN,2,5650.0,28519.0
18109,IN,3,6910.0,116581.0
18109,IN,4,7550.0,273808.0
18109,IN,5,4930.0,304504.0
18109,IN,6,3490.0,301923.0
18109,IN,7,3770.0,489636.0
18109,IN,8,590.0,192733.0
18111,IN,1,90.0,-2795.0
18111,IN,2,1180.0,6001.0
18111,IN,3,1450.0,24609.0
18111,IN,4,1550.0,55925.0
18111,IN,5,1020.0,63064.0
18111,IN,6,700.0,59944.0
18111,IN,7,570.0,73393.0
18111,IN,8,70.0,31984.0
18113,IN,1,250.0,-7377.0
18113,IN,2,3750.0,18375.0
18113,IN,3,4620.0,78896.0
18113,IN,4,6070.0,221149.0
18113,IN,5,3420.0,210300.0
18113,IN,6,1930.0,165987.0
18113,IN,7,1400.0,178058.0
18113,IN,8,200.0,86455.0
18115,IN,1,30.0,-2407.0
18115,IN,2,500.0,2515.0
18115,IN,3,630.0,10674.0
18115,IN,4,670.0,24409.0
18115,IN,5,430.0,26681.0
18115,IN,6,290.0,25077.0
18115,IN,7,230.0,28858.0
18115,IN,8,20.0,6578.0
18117,IN,1,130.0,-4750.0
18117,IN,2,1820.0,9401.0
18117,IN,3,2250.0,38800.0
18117,IN,4,2220.0,79874.0
18117,IN,5,1190.0,73413.0
18117,IN,6,570.0,48793.0
18117,IN,7,420.0,53327.0
18117,IN,8,80.0,31547.0
18119,IN,1,120.0,-2501.0
18119,IN,2,1900.0,9935.0
18119,IN,3,2410.0,41221.0
18119,IN,4,2350.0,84988.0
18119,IN,5,1390.0,85311.0
18119,IN,6,720.0,62043.0
18119,IN,7,600.0,75762.0
18119,IN,8,60.0,27170.0
18121,IN,1,110.0,-3731.0
18121,IN,2,1300.0,6715.0
18121,IN,3,1620.0,27666.0
18121,IN,4,1690.0,61117.0
18121,IN,5,960.0,59021.0
18121,IN,6,590.0,50520.0
18121,IN,7,490.0,62681.0
18121,IN,8,80.0,36742.0
18123,IN,1,80.0,-2114.0
18123,IN,2,1640.0,8274.0
18123,IN,3,1930.0,32382.0
18123,IN,4,2120.0,76761.0
18123,IN,5,1410.0,87024.0
18123,IN,6,830.0,71563.0
18123,IN,7,570.0,71437.0
18123,IN,8,70.0,28112.0
18125,IN,1,50.0,-1162.0
18125,IN,2,1030.0,5162.0
18125,IN,3,1170.0,20007.0
18125,IN,4,1380.0,49731.0
18125,IN,5,840.0,52726.0
18125,IN,6,610.0,52904.0
18125,IN,7,570.0,71999.0
18125,IN,8,50.0,16899.0
18127,IN,1,850.0,-38440.0
18127,IN,2,13220.0,65587.0
18127,IN,3,14500.0,243952.0
18127,IN,4,15180.0,556282.0
18127,IN,5,11170.0,693811.0
18127,IN,6,9680.0,842661.0
18127,IN,7,12910.0,1698478.0
18127,IN,8,2490.0,1043243.0
18129,IN,1,120.0,-3031.0
18129,IN,2,2070.0,10390.0
18129,IN,3,2220.0,37899.0
18129,IN,4,2470.0,90405.0
18129,IN,5,1940.0,120157.0
18129,IN,6,1490.0,129336.0
18129,IN,7,1670.0,215775.0
18129,IN,8,280.0,108877.0
18131,IN,1,100.0,-3540.0
18131,IN,2,1180.0,5805.0
18131,IN,3,1260.0,21610.0
18131,IN,4,1510.0,55069.0
18131,IN,5,860.0,52922.0
18131,IN,6,500.0,43217.0
18131,IN,7,420.0,54082.0
18131,IN,8,130.0,57890.0
18133,IN,1,230.0,-9858.0
18133,IN,2,2770.0,13861.0
18133,IN,3,3360.0,56740.0
18133,IN,4,3840.0,139171.0
18133,IN,5,2360.0,146001.0
18133,IN,6,1560.0,134619.0
18133,IN,7,1400.0,179446.0
18133,IN,8,180.0,60699.0
18135,IN,1,160.0,-3483.0
18135,IN,2,2230.0,11454.0
18135,IN,3,2920.0,49463.0
18135,IN,4,3150.0,113083.0
18135,IN,5,1620.0,99529.0
18135,IN,6,920.0,78831.0
18135,IN,7,650.0,82202.0
18135,IN,8,120.0,42809.0
18137,IN,1,190.0,-9963.0
18137,IN,2,2560.0,12515.0
18137,IN,3,2840.0,48405.0
18137,IN,4,3150.0,114344.0
18137,IN,5,1910.0,118183.0
18137,IN,6,1290.0,111179.0
18137,IN,7,1110.0,142525.0
18137,IN,8,190.0,80119.0
18139,IN,1,110.0,-3784.0
18139,IN,2,1430.0,6981.0
18139,IN,3,1760.0,29880.0
18139,IN,4,2040.0,74075.0
18139,IN,5,1140.0,70253.0
18139,IN,6,720.0,61865.0
18139,IN,7,610.0,78107.0
18139,IN,8,110.0,35580.0
18141,IN,1,1290.0,-44101.0
18141,IN,2,23150.0,119230.0
18141,IN,3,30370.0,514146.0
18141,IN,4,29440.0,1058110.0
18141,IN,5,16020.0,982984.0
18141,IN,6,9520.0,822689.0
18141,IN,7,10250.0,1347666.0
18141,IN,8,2960.0,1360259.0
18143,IN,1,140.0,-8862.0
18143,IN,2,1860.0,9980.0
18143,IN,3,2640.0,44650.0
18143,IN,4,2740.0,99209.0
18143,IN,5,1450.0,89130.0
18143,IN,6,790.0,67630.0
18143,IN,7,590.0,73656.0
18143,IN,8,80.0,25961.0
18145,IN,1,200.0,-7688.0
18145,IN,2,3860.0,19097.0
18145,IN,3,4500.0,77523.0
18145,IN,4,5450.0,198537.0
18145,IN,5,3180.0,195230.0
18145,IN,6,2010.0,173035.0
18145,IN,7,1930.0,250499.0
18145,IN,8,330.0,114293.0
18147,IN,1,120.0,-3265.0
18147,IN,2,1910.0,9310.0
18147,IN,3,1830.0,30716.0
18147,IN,4,2340.0,84629.0
18147,IN,5,1560.0,96743.0
18147,IN,6,1060.0,91863.0
18147,IN,7,960.0,121112.0
18147,IN,8,110.0,41812.0
18149,IN,1,140.0,-3452.0
18149,IN,2,1930.0,9935.0
18149,IN,3,2450.0,41390.0
18149,IN,4,2630.0,95590.0
18149,IN,5,1510.0,93093.0
18149,IN,6,800.0,69510.0
18149,IN,7,680.0,85584.0
18149,IN,8,70.0,31438.0
18151,IN,1,260.0,-18501.0
18151,IN,2,2950.0,14934.0
18151,IN,3,3680.0,62983.0
18151,IN,4,4100.0,147758.0
18151,IN,5,2280.0,140177.0
18151,IN,6,1330.0,114834.0
18151,IN,7,1270.0,163573.0
18151,IN,8,290.0,131383.0
18153,IN,1,100.0,-3005.0
18153,IN,2,1680.0,8726.0
18153,IN,3,2000.0,33383.0
18153,IN,4,2080.0,75237.0
18153,IN,5,1220.0,76038.0
18153,IN,6,890.0,76505.0
18153,IN,7,700.0,88176.0
18153,IN,8,90.0,31426.0
18155,IN,1,70.0,-1918.0
18155,IN,2,790.0,4073.0
18155,IN,3,1010.0,17306.0
18155,IN,4,980.0,35620.0
18155,IN,5,570.0,34843.0
18155,IN,6,350.0,29960.0
18155,IN,7,280.0,39533.0
18155,IN,8,0.0,0.0
18157,IN,1,710.0,-42956.0
18157,IN,2,13100.0,66728.0
18157,IN,3,17300.0,297412.0
18157,IN,4,16360.0,587932.0
18157,IN,5,9480.0,583609.0
18157,IN,6,6140.0,531323.0
18157,IN,7,7500.0,994733.0
18157,IN,8,2040.0,823992.0
18159,IN,1,100.0,-2476.0
18159,IN,2,1350.0,6349.0
18159,IN,3,1540.0,26393.0
18159,IN,4,1800.0,65715.0
18159,IN,5,1120.0,68823.0
18159,IN,6,850.0,73516.0
18159,IN,7,800.0,101909.0
18159,IN,8,130.0,65200.0
18161,IN,1,50.0,-1246.0
18161,IN,2,620.0,3238.0
18161,IN,3,770.0,12971.0
18161,IN,4,860.0,30961.0
18161,IN,5,530.0,32577.0
18161,IN,6,280.0,23664.0
18161,IN,7,210.0,26352.0
18161,IN,8,40.0,11891.0
18163,IN,1,760.0,-39605.0
18163,IN,2,16060.0,83700.0
18163,IN,3,20700.0,351144.0
18163,IN,4,20090.0,725392.0
18163,IN,5,11290.0,695689.0
18163,IN,6,6970.0,602408.0
18163,IN,7,7040.0,915809.0
18163,IN,8,1850.0,926931.0
18165,IN,1,90.0,-2662.0
18165,IN,2,1270.0,6736.0
18165,IN,3,1710.0,29011.0
18165,IN,4,1880.0,67897.0
18165,IN,5,1100.0,67168.0
18165,IN,6,680.0,58547.0
18165,IN,7,540.0,68357.0
18165,IN,8,60.0,21712.0
18167,IN,1,460.0,-24188.0
18167,IN,2,9400.0,49472.0
18167,IN,3,11910.0,199679.0
18167,IN,4,10460.0,375722.0
18167,IN,5,5940.0,364595.0
18167,IN,6,3580.0,309420.0
18167,IN,7,3460.0,448747.0
18167,IN,8,830.0,369479.0
18169,IN,1,200.0,-5486.0
18169,IN,2,3060.0,15144.0
18169,IN,3,3390.0,57618.0
18169,IN,4,3510.0,127862.0
18169,IN,5,2230.0,136911.0
18169,IN,6,1340.0,115767.0
18169,IN,7,1060.0,137395.0
18169,IN,8,210.0,111118.0
18171,IN,1,50.0,-1183.0
18171,IN,2,700.0,3266.0
18171,IN,3,800.0,13688.0
18171,IN,4,950.0,34396.0
18171,IN,5,660.0,40414.0
18171,IN,6,410.0,35541.0
18171,IN,7,370.0,47411.0
18171,IN,8,80.0,38382.0
18173,IN,1,270.0,-12751.0
18173,IN,2,4870.0,23591.0
18173,IN,3,5230.0,88512.0
18173,IN,4,5900.0,216160.0
18173,IN,5,4110.0,256172.0
18173,IN,6,3310.0,285999.0
18173,IN,7,3890.0,513840.0
18173,IN,8,1230.0,554392.0
18175,IN,1,210.0,-4364.0
18175,IN,2,2320.0,11948.0
18175,IN,3,2980.0,51299.0
18175,IN,4,3270.0,117933.0
18175,IN,5,1750.0,107378.0
18175,IN,6,950.0,82266.0
18175,IN,7,650.0,82352.0
18175,IN,8,90.0,44679.0
18177,IN,1,400.0,-13756.0
18177,IN,2,6340.0,31941.0
18177,IN,3,7760.0,130654.0
18177,IN,4,7460.0,266482.0
18177,IN,5,4010.0,246047.0
18177,IN,6,2180.0,187240.0
18177,IN,7,1770.0,227169.0
18177,IN,8,450.0,193671.0
18179,IN,1,140.0,-7389.0
18179,IN,2,2330.0,11480.0
18179,IN,3,2660.0,45380.0
18179,IN,4,3130.0,113835.0
18179,IN,5,2050.0,126607.0
18179,IN,6,1310.0,112371.0
18179,IN,7,1150.0,147565.0
18179,IN,8,210.0,93494.0
18181,IN,1,160.0,-8913.0
18181,IN,2,2400.0,11582.0
18181,IN,3,2680.0,46163.0
18181,IN,4,3000.0,108062.0
18181,IN,5,1760.0,108475.0
18181,IN,6,1000.0,86222.0
18181,IN,7,930.0,119365.0
18181,IN,8,190.0,92589.0
18183,IN,1,190.0,-4318.0
18183,IN,2,2880.0,14507.0
18183,IN,3,3230.0,55140.0
18183,IN,4,3960.0,144325.0
18183,IN,5,2670.0,165240.0
18183,IN,6,1670.0,143992.0
18183,IN,7,1460.0,189531.0
18183,IN,8,250.0,116592.0
19000,IA,1,17520.0,-1140880.0
19000,IA,2,206080.0,1090274.0
19000,IA,3,293580.0,5066673.0
19000,IA,4,352680.0,12820900.0
19000,IA,5,216820.0,13371510.0
19000,IA,6,145940.0,12631262.0
19000,IA,7,161480.0,21210642.0
19000,IA,8,40050.0,16850659.0
19001,IA,1,90.0,-13121.0
19001,IA,2,540.0,2761.0
19001,IA,3,700.0,12123.0
19001,IA,4,920.0,33509.0
19001,IA,5,610.0,37638.0
19001,IA,6,360.0,31209.0
19001,IA,7,240.0,30591.0
19001,IA,8,50.0,19196.0
19003,IA,1,70.0,-4044.0
19003,IA,2,290.0,1500.0
19003,IA,3,420.0,7205.0
19003,IA,4,490.0,17698.0
19003,IA,5,270.0,16751.0
19003,IA,6,170.0,14564.0
19003,IA,7,130.0,16264.0
